"activation","hdim","zdim","cdim","vdim","pc","scalar","type","seed","roc"
1,-1,1,-1,-1,1,1,1,1,0.5391656023839934
1,-1,-1,-1,1,1,1,-1,4,0.5398041719880801
1,-1,1,-1,-1,1,1,-1,1,0.5427841634738187
1,-1,-1,-1,-1,1,1,1,4,0.5512984248616434
1,-1,-1,-1,-1,1,1,1,1,0.5587484035759899
1,-1,-1,-1,-1,1,1,-1,4,0.5591741166453811
1,-1,1,-1,1,1,1,1,1,0.5632183908045978
1,-1,-1,-1,1,1,1,-1,1,0.5653469561515538
1,-1,-1,-1,-1,1,1,-1,1,0.5655598126862497
1,-1,1,-1,1,1,1,1,4,0.5666240953597277
1,-1,1,-1,1,1,1,-1,1,0.5727969348659004
1,-1,1,-1,1,1,1,-1,4,0.5717326521924224
1,-1,-1,-1,1,1,1,1,1,0.5600255427841636
1,-1,1,-1,-1,1,1,1,4,0.5793954874414645
1,-1,1,-1,-1,1,1,-1,4,0.5836526181353768
1,-1,1,-1,-1,1,1,1,3,0.5900383141762453
1,-1,-1,-1,-1,1,1,1,3,0.5949340144742444
1,-1,1,-1,1,1,1,1,3,0.5947211579395487
1,-1,-1,-1,1,1,1,1,3,0.5966368667518093
1,-1,1,-1,-1,1,1,-1,3,0.5985525755640698
1,-1,1,-1,1,1,1,-1,3,0.6015325670498083
1,-1,-1,-1,1,1,1,-1,3,0.6053639846743295
1,-1,-1,-1,-1,1,1,-1,3,0.6279267773520647
1,-1,-1,-1,1,1,-1,1,2,0.6873137505321414
1,-1,-1,-1,-1,1,-1,1,2,0.6983822903363134
1,-1,-1,-1,1,1,-1,-1,2,0.7032779906343125
1,-1,-1,-1,-1,1,-1,-1,2,0.7164750957854407
1,-1,1,-1,-1,1,-1,1,3,0.6819923371647513
1,-1,1,-1,-1,1,-1,-1,3,0.6922094508301404
1,-1,-1,-1,-1,1,-1,1,1,0.752873563218391
1,-1,-1,-1,-1,1,-1,-1,1,0.7671349510429971
1,-1,-1,-1,-1,1,-1,1,3,0.7865048957002982
1,-1,-1,-1,-1,1,-1,-1,3,0.7986377181779482
1,-1,-1,-1,1,1,-1,1,4,0.8109833971902936
1,-1,-1,-1,1,1,-1,-1,4,0.8269476372924646
1,-1,1,-1,1,1,-1,1,1,0.8314176245210729
1,-1,1,-1,1,1,-1,-1,1,0.8373776074925502
1,-1,1,-1,-1,1,-1,1,2,0.8471690080885486
1,-1,1,-1,-1,1,-1,-1,2,0.8597275436355897
1,-1,1,-1,-1,1,-1,1,4,0.8537675606641124
1,-1,1,-1,1,1,-1,1,4,0.8392933163048112
1,-1,-1,-1,-1,1,-1,1,4,0.8546189868028954
1,-1,1,-1,-1,1,-1,-1,4,0.8558961260110687
1,-1,-1,-1,-1,1,-1,-1,4,0.8563218390804606
1,-1,1,-1,1,1,-1,-1,4,0.8407833120476805
1,-1,1,-1,1,1,-1,1,2,0.8531289910600259
1,-1,-1,-1,1,1,-1,1,3,0.8539804171988081
1,-1,-1,-1,1,1,-1,-1,3,0.8497232865048959
1,-1,1,-1,1,1,-1,-1,2,0.890166028097062
1,-1,1,-1,-1,1,-1,1,1,0.8520647083865478
1,-1,1,-1,-1,1,-1,-1,1,0.8546189868028955
1,-1,1,-1,1,1,-1,-1,3,0.8541932737335041
1,-1,1,-1,1,1,-1,1,3,0.8593018305661987
1,-1,-1,-1,1,1,-1,1,1,0.9123031077054065
1,-1,-1,-1,1,1,-1,-1,1,0.9086845466155813
-1,1,-1,1,-1,-1,1,1,2,0.5276713495104299
-1,1,-1,1,-1,-1,1,-1,2,0.5336313324819072
-1,1,1,1,-1,-1,1,1,2,0.5412941677309494
-1,1,1,1,-1,-1,1,-1,2,0.5493827160493827
-1,1,-1,1,1,-1,1,1,2,0.5547041294167733
-1,1,-1,1,1,-1,1,-1,2,0.5659855257556408
-1,1,1,1,1,-1,1,1,2,0.5732226479352918
-1,1,-1,1,1,-1,1,1,4,0.5883354618986802
-1,1,1,1,-1,-1,1,1,1,0.588548318433376
-1,1,1,1,-1,-1,1,-1,1,0.5949340144742444
-1,1,-1,1,1,-1,1,1,1,0.6008939974457216
-1,1,1,1,1,-1,1,-1,2,0.6004682843763305
-1,1,-1,1,1,-1,1,-1,4,0.5957854406130266
-1,1,1,1,1,-1,1,1,4,0.6047254150702426
-1,1,-1,1,1,-1,1,-1,1,0.6132396764580674
-1,1,-1,1,-1,-1,1,1,4,0.6164325244785015
-1,1,-1,1,-1,-1,1,-1,1,0.6260110685398043
-1,1,-1,1,-1,-1,1,-1,4,0.6270753512132823
-1,1,1,1,1,-1,1,1,1,0.6309067688378035
-1,1,1,1,-1,-1,1,-1,4,0.6189868028948488
-1,1,-1,1,-1,-1,1,1,3,0.6285653469561517
-1,1,1,1,-1,-1,1,1,4,0.6121753937845891
-1,1,-1,1,-1,-1,1,-1,3,0.6353767560664114
-1,1,1,1,1,-1,1,-1,4,0.6372924648786716
-1,1,1,1,-1,-1,1,1,3,0.6515538527032781
-1,1,-1,1,1,-1,1,1,3,0.655385270327799
-1,1,1,1,-1,-1,1,-1,3,0.6634738186462326
-1,1,-1,1,1,-1,1,-1,3,0.6696466581524052
-1,1,1,1,1,-1,1,-1,1,0.6802894848871863
-1,1,-1,1,-1,-1,1,1,1,0.6130268199233717
-1,1,1,1,1,-1,-1,-1,1,0.6922094508301404
-1,1,1,1,1,-1,1,1,3,0.7537249893571731
-1,1,1,1,1,-1,-1,-1,3,0.6956151553852706
-1,1,1,1,1,-1,-1,1,1,0.7039165602383993
-1,1,1,1,1,-1,-1,1,3,0.712005108556833
-1,1,1,1,1,-1,-1,-1,2,0.7418050234142188
-1,1,1,1,1,-1,-1,1,2,0.7524478501489995
-1,1,1,1,-1,-1,-1,-1,1,0.7524478501489996
-1,1,1,1,1,-1,-1,-1,4,0.7256279267773522
-1,1,-1,1,-1,-1,-1,-1,3,0.7432950191570885
-1,1,1,1,1,-1,1,-1,3,0.8086419753086421
-1,1,-1,1,-1,-1,-1,1,3,0.7543635589612606
-1,1,-1,1,1,-1,-1,-1,3,0.7577692635163905
-1,1,-1,1,1,-1,-1,-1,2,0.7873563218390803
-1,1,-1,1,1,-1,-1,1,3,0.7662835249042151
-1,1,1,1,-1,-1,-1,1,1,0.768199233716475
-1,1,1,1,1,-1,-1,1,4,0.7386121753937848
-1,1,-1,1,1,-1,-1,1,2,0.7977862920391655
-1,1,-1,1,1,-1,-1,-1,1,0.7696892294593445
-1,1,-1,1,1,-1,-1,1,1,0.7784163473818647
-1,1,1,1,-1,-1,-1,-1,2,0.8288633461047253
-1,1,1,1,-1,-1,-1,1,2,0.8320561941251595
-1,1,-1,1,-1,-1,-1,1,2,0.8595146871008942
-1,1,-1,1,-1,-1,-1,-1,2,0.8667518092805448
-1,1,1,1,-1,-1,-1,1,4,0.8895274584929759
-1,1,1,1,-1,-1,-1,-1,4,0.8880374627501065
-1,1,-1,1,-1,-1,-1,1,4,0.8793103448275863
-1,1,-1,1,-1,-1,-1,-1,4,0.8763303533418478
-1,1,-1,1,1,-1,-1,-1,4,0.8395061728395065
-1,1,-1,1,1,-1,-1,1,4,0.8499361430395915
-1,1,1,1,-1,-1,-1,-1,3,0.9231587909748828
-1,1,1,1,-1,-1,-1,1,3,0.9327373350361857
-1,1,-1,1,-1,-1,-1,1,1,0.9001702852277563
-1,1,-1,1,-1,-1,-1,-1,1,0.8984674329501916
-1,1,-1,1,-1,1,1,1,2,0.5259684972328651
-1,1,-1,1,-1,1,1,-1,2,0.5336313324819072
-1,1,1,1,-1,1,1,1,2,0.5408684546615581
-1,1,1,1,-1,1,1,-1,2,0.5493827160493827
-1,1,-1,1,1,1,1,1,2,0.5540655598126863
-1,1,-1,1,1,1,1,-1,2,0.5657726692209453
-1,1,1,1,1,1,1,1,2,0.5751383567475523
-1,1,1,1,-1,1,1,1,1,0.5887611749680717
-1,1,-1,1,1,1,1,1,4,0.5902511707109408
-1,1,1,1,-1,1,1,-1,1,0.5947211579395487
-1,1,1,1,1,1,1,-1,2,0.5991911451681567
-1,1,-1,1,1,1,1,1,1,0.599616858237548
-1,1,-1,1,1,1,1,-1,4,0.5955725840783311
-1,1,1,1,1,1,1,1,4,0.6042997020008514
-1,1,-1,1,1,1,1,-1,1,0.6130268199233717
-1,1,-1,1,-1,1,1,1,4,0.6164325244785015
-1,1,-1,1,-1,1,1,-1,1,0.6249467858663261
-1,1,-1,1,-1,1,1,-1,4,0.6270753512132823
-1,1,1,1,-1,1,1,-1,4,0.6185610898254575
-1,1,-1,1,-1,1,1,1,3,0.6270753512132824
-1,1,1,1,1,1,1,1,1,0.6340996168582377
-1,1,1,1,-1,1,1,1,4,0.6121753937845891
-1,1,-1,1,-1,1,1,-1,3,0.6351638995317157
-1,1,1,1,1,1,1,-1,4,0.6364410387398891
-1,1,1,1,-1,1,1,1,3,0.6521924223073648
-1,1,-1,1,1,1,1,1,3,0.6534695615155385
-1,1,1,1,-1,1,1,-1,3,0.6634738186462326
-1,1,-1,1,1,1,1,-1,3,0.669220945083014
-1,1,1,1,1,1,1,-1,1,0.6794380587484038
-1,1,-1,1,-1,1,1,1,1,0.6126011068539805
-1,1,1,1,1,1,-1,-1,1,0.6922094508301405
-1,1,1,1,1,1,1,1,3,0.7496807151979565
-1,1,1,1,1,1,-1,1,1,0.7049808429118773
-1,1,1,1,1,1,-1,-1,3,0.6956151553852706
-1,1,1,1,1,1,-1,1,3,0.7124308216262242
-1,1,1,1,1,1,-1,-1,2,0.7415921668795231
-1,1,1,1,1,1,-1,1,2,0.7541507024265643
-1,1,1,1,-1,1,-1,-1,1,0.7522349936143039
-1,1,1,1,1,1,1,-1,3,0.8077905491698596
-1,1,1,1,1,1,-1,-1,4,0.7254150702426566
-1,1,-1,1,-1,1,-1,-1,3,0.7432950191570885
-1,1,-1,1,-1,1,-1,1,3,0.7539378458918693
-1,1,-1,1,1,1,-1,-1,3,0.756917837377608
-1,1,-1,1,1,1,-1,1,3,0.7650063856960414
-1,1,1,1,-1,1,-1,1,1,0.7677735206470838
-1,1,-1,1,1,1,-1,-1,2,0.7869306087696891
-1,1,1,1,1,1,-1,1,4,0.7394636015325671
-1,1,-1,1,1,1,-1,1,2,0.7990634312473393
-1,1,-1,1,1,1,-1,-1,1,0.7692635163899533
-1,1,-1,1,1,1,-1,1,1,0.7773520647083867
-1,1,1,1,-1,1,-1,1,2,0.832269050659855
-1,1,1,1,-1,1,-1,-1,2,0.8284376330353341
-1,1,-1,1,-1,1,-1,1,2,0.8580246913580247
-1,1,-1,1,-1,1,-1,-1,2,0.8659003831417624
-1,1,1,1,-1,1,-1,1,4,0.8901660280970627
-1,1,1,1,-1,1,-1,-1,4,0.8880374627501065
-1,1,-1,1,-1,1,-1,1,4,0.8771817794806301
-1,1,-1,1,-1,1,-1,-1,4,0.8761174968071522
-1,1,-1,1,1,1,-1,-1,4,0.8395061728395065
-1,1,-1,1,1,1,-1,1,4,0.8510004257130698
-1,1,1,1,-1,1,-1,-1,3,0.9235845040442741
-1,1,1,1,-1,1,-1,1,3,0.9331630481055769
-1,1,-1,1,-1,1,-1,1,1,0.8993188590889739
-1,1,-1,1,-1,1,-1,-1,1,0.897190293742018
-1,-1,-1,1,-1,-1,1,1,2,0.48871860366113246
-1,-1,1,1,-1,-1,1,1,2,0.5010642826734782
-1,-1,1,1,-1,-1,1,-1,2,0.505108556832695
-1,-1,-1,1,-1,-1,1,-1,2,0.490634312473393
-1,-1,-1,1,1,-1,1,1,2,0.5363984674329504
-1,-1,1,1,1,-1,1,1,2,0.5372498935717328
-1,-1,-1,1,1,-1,1,-1,2,0.544912728820775
-1,-1,1,1,1,-1,1,-1,2,0.5510855683269477
-1,-1,1,1,-1,-1,1,1,1,0.5564069816943381
-1,-1,-1,1,-1,-1,1,1,4,0.5576841209025116
-1,-1,1,1,-1,-1,1,-1,1,0.5610898254576417
-1,-1,1,1,-1,-1,1,-1,4,0.5670498084291189
-1,-1,-1,1,-1,-1,1,-1,4,0.5632183908045978
-1,-1,-1,1,1,-1,1,1,1,0.566411238825032
-1,-1,-1,1,-1,-1,1,1,1,0.5666240953597276
-1,-1,1,1,-1,-1,1,1,4,0.5621541081311197
-1,-1,-1,1,-1,-1,1,-1,1,0.571945508727118
-1,-1,1,1,1,-1,1,1,4,0.5749255002128566
-1,-1,-1,1,1,-1,1,-1,1,0.5757769263516391
-1,-1,1,1,1,-1,1,1,1,0.5796083439761602
-1,-1,-1,1,1,-1,1,1,4,0.5804597701149425
-1,-1,1,1,1,-1,1,-1,4,0.5866326096211154
-1,-1,1,1,1,-1,1,-1,1,0.5900383141762453
-1,-1,-1,1,1,-1,1,-1,4,0.587909748829289
-1,-1,1,1,-1,-1,1,1,3,0.585781183482333
-1,-1,1,1,-1,-1,1,-1,3,0.5919540229885056
-1,-1,1,1,1,-1,1,-1,3,0.6285653469561516
-1,-1,1,1,1,-1,1,1,3,0.6145168156662408
-1,-1,-1,1,-1,-1,1,1,3,0.6289910600255428
-1,-1,-1,1,-1,-1,1,-1,3,0.6336739037888464
-1,-1,-1,1,1,-1,1,1,3,0.6404853128991059
-1,-1,-1,1,1,-1,1,-1,3,0.6481481481481483
-1,-1,1,1,1,-1,-1,1,2,0.7058322690506599
-1,-1,1,1,1,-1,-1,-1,2,0.7230736483610046
-1,-1,-1,1,1,-1,-1,1,2,0.8216262239250747
-1,-1,-1,1,1,-1,-1,-1,2,0.8271604938271606
-1,-1,-1,1,-1,-1,-1,1,2,0.8492975734355043
-1,-1,-1,1,-1,-1,-1,-1,2,0.847807577692635
-1,-1,1,1,1,-1,-1,-1,1,0.7960834397616008
-1,-1,-1,1,1,-1,-1,-1,3,0.827160493827161
-1,-1,-1,1,1,-1,-1,1,3,0.8361004682843767
-1,-1,1,1,1,-1,-1,1,1,0.8101319710515115
-1,-1,1,1,1,-1,-1,1,4,0.858024691358025
-1,-1,1,1,1,-1,-1,-1,4,0.852064708386548
-1,-1,1,1,-1,-1,-1,-1,3,0.8550446998722863
-1,-1,-1,1,1,-1,-1,1,1,0.8403575989782889
-1,-1,1,1,-1,-1,-1,1,3,0.8661132396764581
-1,-1,1,1,-1,-1,-1,-1,4,0.8654746700723716
-1,-1,-1,1,1,-1,-1,-1,4,0.8580246913580253
-1,-1,-1,1,-1,-1,-1,-1,4,0.8571732652192426
-1,-1,-1,1,1,-1,-1,1,4,0.8622818220519374
-1,-1,1,1,-1,-1,-1,-1,2,0.872286079182631
-1,-1,1,1,-1,-1,-1,1,4,0.8712217965091532
-1,-1,-1,1,-1,-1,-1,-1,3,0.8473818646232439
-1,-1,-1,1,-1,-1,-1,1,3,0.8546189868028948
-1,-1,1,1,-1,-1,-1,1,2,0.8782460621541083
-1,-1,-1,1,1,-1,-1,-1,1,0.8407833120476803
-1,-1,-1,1,-1,-1,-1,1,4,0.8656875266070672
-1,-1,1,1,1,-1,-1,-1,3,0.8682418050234143
-1,-1,1,1,-1,-1,-1,-1,1,0.8497232865048961
-1,-1,1,1,1,-1,-1,1,3,0.8776074925500212
-1,-1,1,1,-1,-1,-1,1,1,0.8546189868028952
-1,-1,-1,1,-1,-1,-1,1,1,0.8629203916560244
-1,-1,-1,1,-1,-1,-1,-1,1,0.8659003831417631
-1,-1,-1,1,-1,1,1,1,2,0.48914431673052367
-1,-1,1,1,-1,1,1,1,2,0.5006385696040869
-1,-1,1,1,-1,1,1,-1,2,0.505108556832695
-1,-1,-1,1,-1,1,1,-1,2,0.490634312473393
-1,-1,-1,1,1,1,1,1,2,0.5355470412941679
-1,-1,-1,1,1,1,1,-1,2,0.544912728820775
-1,-1,1,1,1,1,1,-1,2,0.5510855683269477
-1,-1,1,1,1,1,1,1,2,0.5387398893146021
-1,-1,-1,1,-1,1,1,1,4,0.5572584078331204
-1,-1,1,1,-1,1,1,1,4,0.5625798212005109
-1,-1,1,1,-1,1,1,-1,1,0.5610898254576417
-1,-1,-1,1,1,1,1,1,1,0.5649212430821626
-1,-1,1,1,-1,1,1,-1,4,0.5668369518944232
-1,-1,-1,1,-1,1,1,-1,4,0.5632183908045978
-1,-1,-1,1,-1,1,1,1,1,0.566411238825032
-1,-1,-1,1,-1,1,1,-1,1,0.571945508727118
-1,-1,-1,1,1,1,1,-1,1,0.5757769263516391
-1,-1,1,1,-1,1,1,1,1,0.5568326947637293
-1,-1,1,1,1,1,1,1,1,0.5787569178373777
-1,-1,-1,1,1,1,1,1,4,0.5815240527884207
-1,-1,1,1,1,1,1,-1,4,0.5855683269476373
-1,-1,1,1,1,1,1,-1,1,0.5896126011068541
-1,-1,-1,1,1,1,1,-1,4,0.587909748829289
-1,-1,1,1,1,1,1,1,4,0.5764154959557258
-1,-1,1,1,-1,1,1,1,3,0.5859940400170285
-1,-1,1,1,-1,1,1,-1,3,0.5919540229885056
-1,-1,-1,1,-1,1,1,1,3,0.627288207747978
-1,-1,1,1,1,1,1,-1,3,0.6283524904214559
-1,-1,1,1,1,1,1,1,3,0.6145168156662411
-1,-1,-1,1,-1,1,1,-1,3,0.633886760323542
-1,-1,-1,1,1,1,1,1,3,0.640485312899106
-1,-1,-1,1,1,1,1,-1,3,0.6481481481481481
-1,-1,1,1,1,1,-1,1,2,0.7013622818220518
-1,-1,1,1,1,1,-1,-1,2,0.7209450830140486
-1,-1,-1,1,1,1,-1,1,2,0.8199233716475098
-1,-1,-1,1,1,1,-1,-1,2,0.8273733503618562
-1,-1,-1,1,-1,1,-1,1,2,0.8473818646232438
-1,-1,-1,1,-1,1,-1,-1,2,0.8473818646232438
-1,-1,1,1,1,1,-1,-1,1,0.7952320136228184
-1,-1,-1,1,1,1,-1,1,3,0.8369518944231592
-1,-1,-1,1,1,1,-1,-1,3,0.8267347807577696
-1,-1,1,1,1,1,-1,1,1,0.8116219667943807
-1,-1,1,1,1,1,-1,1,4,0.8573861217539381
-1,-1,1,1,1,1,-1,-1,4,0.8524904214559392
-1,-1,1,1,-1,1,-1,-1,3,0.8558961260110687
-1,-1,-1,1,1,1,-1,1,1,0.8405704555129845
-1,-1,1,1,-1,1,-1,1,3,0.8661132396764583
-1,-1,1,1,-1,1,-1,-1,4,0.8654746700723716
-1,-1,-1,1,1,1,-1,-1,4,0.8575989782886341
-1,-1,-1,1,-1,1,-1,-1,4,0.856960408684547
-1,-1,-1,1,1,1,-1,1,4,0.861430395913155
-1,-1,-1,1,1,1,-1,-1,1,0.8397190293742022
-1,-1,1,1,-1,1,-1,1,4,0.8716475095785444
-1,-1,1,1,-1,1,-1,-1,2,0.8718603661132397
-1,-1,-1,1,-1,1,-1,-1,3,0.8469561515538527
-1,-1,-1,1,-1,1,-1,1,3,0.8539804171988079
-1,-1,-1,1,-1,1,-1,1,4,0.8656875266070672
-1,-1,1,1,-1,1,-1,1,2,0.8763303533418476
-1,-1,1,1,-1,1,-1,-1,1,0.8488718603661136
-1,-1,1,1,1,1,-1,1,3,0.8771817794806299
-1,-1,1,1,-1,1,-1,1,1,0.8537675606641126
-1,-1,1,1,1,1,-1,-1,3,0.8676032354193275
-1,-1,-1,1,-1,1,-1,1,1,0.8627075351213288
-1,-1,-1,1,-1,1,-1,-1,1,0.8641975308641981
-1,1,-1,-1,1,-1,1,1,2,0.5464027245636441
-1,1,-1,-1,1,-1,1,-1,2,0.5542784163473821
-1,1,-1,-1,-1,-1,1,1,2,0.5636441038739891
-1,1,1,-1,-1,-1,1,1,2,0.5702426564495531
-1,1,-1,-1,-1,-1,1,-1,2,0.5785440613026822
-1,1,1,-1,-1,-1,1,-1,2,0.5842911877394636
-1,1,-1,-1,1,-1,-1,1,3,0.5659855257556408
-1,1,1,-1,-1,-1,1,1,1,0.5896126011068541
-1,1,1,-1,-1,-1,1,-1,1,0.5987654320987655
-1,1,-1,-1,-1,-1,1,-1,4,0.5938697318007663
-1,1,-1,-1,-1,-1,1,1,1,0.6053639846743295
-1,1,-1,-1,1,-1,1,1,1,0.6040868454661561
-1,1,-1,-1,-1,-1,1,1,4,0.5868454661558109
-1,1,-1,-1,1,-1,1,1,4,0.6119625372498937
-1,1,-1,-1,-1,-1,1,-1,1,0.6170710940825884
-1,1,-1,-1,1,-1,1,-1,1,0.6160068114091105
-1,1,-1,-1,1,-1,1,-1,4,0.6206896551724138
-1,1,1,-1,-1,-1,1,1,4,0.6168582375478927
-1,1,1,-1,-1,-1,1,-1,4,0.6266496381438911
-1,1,1,-1,1,-1,1,1,1,0.6323967645806725
-1,1,1,-1,1,-1,1,1,4,0.6262239250744998
-1,1,-1,-1,-1,-1,1,1,3,0.6402724563644104
-1,1,1,-1,1,-1,1,1,2,0.6319710515112816
-1,1,-1,-1,1,-1,1,1,3,0.644316730523627
-1,1,1,-1,-1,-1,1,1,3,0.653256704980843
-1,1,-1,-1,-1,-1,1,-1,3,0.6568752660706684
-1,1,-1,-1,1,-1,1,-1,3,0.6511281396338868
-1,1,1,-1,-1,-1,1,-1,3,0.6666666666666667
-1,1,1,-1,1,-1,1,-1,4,0.6685823754789271
-1,1,1,-1,1,-1,1,-1,1,0.6809280544912727
-1,1,1,-1,1,-1,1,-1,2,0.6947637292464881
-1,1,1,-1,1,-1,-1,-1,1,0.6853980417198807
-1,1,1,-1,1,-1,-1,-1,3,0.6668795232013625
-1,1,-1,-1,1,-1,-1,-1,3,0.5836526181353769
-1,1,1,-1,1,-1,-1,1,1,0.6964665815240527
-1,1,1,-1,1,-1,-1,-1,2,0.7071094082588335
-1,1,1,-1,1,-1,1,1,3,0.7486164325244786
-1,1,1,-1,1,-1,-1,-1,4,0.6787994891443165
-1,1,1,-1,1,-1,-1,1,3,0.676032354193274
-1,1,1,-1,1,-1,-1,1,2,0.7143465304384844
-1,1,1,-1,1,-1,-1,1,4,0.6964665815240527
-1,1,-1,-1,1,-1,-1,-1,1,0.7501064282673477
-1,1,-1,-1,-1,-1,-1,-1,3,0.7396764580672631
-1,1,1,-1,1,-1,1,-1,3,0.7956577266922094
-1,1,-1,-1,1,-1,-1,1,1,0.761600681140911
-1,1,-1,-1,-1,-1,-1,1,3,0.7496807151979571
-1,1,-1,-1,-1,-1,-1,-1,2,0.7735206470838654
-1,1,1,-1,-1,-1,-1,-1,2,0.7724563644103873
-1,1,-1,-1,-1,-1,-1,1,2,0.7828863346104724
-1,1,-1,-1,1,-1,-1,-1,2,0.7796934865900382
-1,1,-1,-1,1,-1,-1,1,2,0.7858663260962111
-1,1,1,-1,-1,-1,-1,1,4,0.7505321413367393
-1,1,1,-1,-1,-1,-1,1,2,0.7826734780757768
-1,1,1,-1,-1,-1,-1,-1,4,0.7443593018305664
-1,1,1,-1,-1,-1,-1,-1,3,0.7756492124308221
-1,1,1,-1,-1,-1,-1,1,3,0.7894848871860373
-1,1,-1,-1,1,-1,-1,-1,4,0.7728820774797789
-1,1,-1,-1,1,-1,-1,1,4,0.7873563218390808
-1,1,-1,-1,-1,-1,-1,-1,4,0.8322690506598556
-1,1,-1,-1,-1,-1,-1,1,4,0.8458918688803749
-1,1,-1,-1,-1,-1,-1,1,1,0.8433375904640277
-1,1,-1,-1,-1,-1,-1,-1,1,0.8473818646232444
-1,1,1,-1,-1,-1,-1,1,1,0.8699446573009793
-1,1,1,-1,-1,-1,-1,-1,1,0.8756917837377608
-1,1,-1,-1,1,1,1,1,2,0.5472541507024268
-1,1,-1,-1,1,1,1,-1,2,0.5540655598126863
-1,1,-1,-1,-1,1,1,1,2,0.5634312473392934
-1,1,1,-1,-1,1,1,1,2,0.5700297999148575
-1,1,-1,-1,-1,1,1,-1,2,0.5783312047679866
-1,1,1,-1,-1,1,1,-1,2,0.5838654746700724
-1,1,1,-1,-1,1,1,1,1,0.5879097488292891
-1,1,-1,-1,1,1,-1,1,3,0.5651340996168583
-1,1,-1,-1,-1,1,1,1,4,0.587909748829289
-1,1,1,-1,-1,1,1,-1,1,0.5985525755640698
-1,1,-1,-1,-1,1,1,-1,4,0.5936568752660707
-1,1,-1,-1,1,1,1,1,1,0.6049382716049385
-1,1,-1,-1,-1,1,1,1,1,0.6040868454661559
-1,1,-1,-1,-1,1,1,-1,1,0.6166453810131972
-1,1,-1,-1,1,1,1,1,4,0.6113239676458069
-1,1,-1,-1,1,1,1,-1,1,0.6155810983397193
-1,1,1,-1,-1,1,1,-1,4,0.6260110685398043
-1,1,1,-1,1,1,1,1,1,0.6311196253724989
-1,1,1,-1,1,1,1,1,4,0.626011068539804
-1,1,1,-1,-1,1,1,1,4,0.6162196679438059
-1,1,-1,-1,1,1,1,-1,4,0.6209025117071095
-1,1,1,-1,1,1,1,1,2,0.6315453384418904
-1,1,-1,-1,-1,1,1,1,3,0.6419753086419753
-1,1,-1,-1,1,1,1,1,3,0.6385696040868456
-1,1,1,-1,-1,1,1,1,3,0.6530438484461473
-1,1,-1,-1,-1,1,1,-1,3,0.6566624095359728
-1,1,-1,-1,1,1,1,-1,3,0.6509152830991912
-1,1,1,-1,-1,1,1,-1,3,0.6666666666666667
-1,1,1,-1,1,1,1,-1,4,0.6683695189442315
-1,1,1,-1,1,1,1,-1,1,0.6805023414218815
-1,1,1,-1,1,1,1,-1,2,0.6924223073648363
-1,1,1,-1,1,1,-1,-1,1,0.6853980417198807
-1,1,1,-1,1,1,-1,-1,3,0.6666666666666669
-1,1,-1,-1,1,1,-1,-1,3,0.5832269050659856
-1,1,1,-1,1,1,1,1,3,0.7484035759897829
-1,1,1,-1,1,1,-1,-1,2,0.7071094082588335
-1,1,1,-1,1,1,-1,-1,4,0.6785866326096209
-1,1,1,-1,1,1,-1,1,1,0.6975308641975307
-1,1,1,-1,1,1,-1,1,3,0.677096636866752
-1,1,1,-1,1,1,-1,1,2,0.713495104299702
-1,1,1,-1,1,1,-1,1,4,0.6947637292464879
-1,1,-1,-1,1,1,-1,-1,1,0.7490421455938697
-1,1,-1,-1,-1,1,-1,-1,3,0.7394636015325675
-1,1,1,-1,1,1,1,-1,3,0.7939548744146445
-1,1,-1,-1,1,1,-1,1,1,0.7613878246062153
-1,1,-1,-1,-1,1,-1,1,3,0.7503192848020439
-1,1,-1,-1,-1,1,-1,-1,2,0.7733077905491698
-1,1,-1,-1,-1,1,-1,1,2,0.7809706257982119
-1,1,1,-1,-1,1,-1,-1,2,0.7722435078756917
-1,1,-1,-1,1,1,-1,-1,2,0.7796934865900382
-1,1,1,-1,-1,1,-1,1,2,0.78203490847169
-1,1,1,-1,-1,1,-1,1,4,0.7522349936143042
-1,1,-1,-1,1,1,-1,1,2,0.7865048957002979
-1,1,1,-1,-1,1,-1,-1,4,0.7441464452958708
-1,1,1,-1,-1,1,-1,-1,3,0.7754363558961265
-1,1,1,-1,-1,1,-1,1,3,0.7888463175819505
-1,1,-1,-1,1,1,-1,-1,4,0.7724563644103877
-1,1,-1,-1,1,1,-1,1,4,0.7871434653043851
-1,1,-1,-1,-1,1,-1,-1,4,0.8309919114516818
-1,1,-1,-1,-1,1,-1,1,4,0.8478075776926355
-1,1,-1,-1,-1,1,-1,1,1,0.8390804597701155
-1,1,-1,-1,-1,1,-1,-1,1,0.8469561515538532
-1,1,1,-1,-1,1,-1,1,1,0.8682418050234144
-1,1,1,-1,-1,1,-1,-1,1,0.8754789272030651
-1,-1,1,-1,1,-1,1,1,2,0.5323541932737337
-1,-1,-1,-1,1,-1,1,1,2,0.5344827586206898
-1,-1,1,-1,-1,-1,1,1,2,0.5346956151553853
-1,-1,-1,-1,1,-1,1,-1,2,0.541507024265645
-1,-1,-1,-1,-1,-1,1,1,2,0.5419327373350362
-1,-1,1,-1,1,-1,1,-1,2,0.5457641549595574
-1,-1,-1,-1,-1,-1,1,1,1,0.5500212856534697
-1,-1,-1,-1,-1,-1,1,-1,2,0.5500212856534695
-1,-1,1,-1,-1,-1,1,1,1,0.5519369944657302
-1,-1,-1,-1,-1,-1,1,-1,1,0.5547041294167733
