"activation","hdim","zdim","cdim","vdim","pc","scalar","type","seed","roc"
1,-1,1,1,1,1,1,-1,2,0.5236270753512136
1,-1,-1,1,-1,1,1,1,2,0.5295870583226906
1,-1,-1,1,-1,1,1,-1,2,0.5478927203065135
1,-1,1,1,1,1,1,1,1,0.5544912728820776
1,-1,1,1,1,1,1,-1,1,0.557045551298425
1,-1,-1,1,-1,1,1,1,1,0.5640698169433804
1,-1,-1,1,1,1,1,1,4,0.5655598126862496
1,-1,-1,1,-1,1,1,-1,1,0.5700297999148577
1,-1,-1,1,1,1,1,-1,4,0.5704555129842486
1,-1,-1,1,1,1,1,1,1,0.5755640698169435
1,-1,-1,1,-1,1,1,1,4,0.5751383567475522
1,-1,-1,1,-1,1,1,-1,4,0.5789697743720733
1,-1,-1,1,1,1,1,-1,1,0.5834397616006813
1,-1,1,1,1,1,1,1,4,0.5855683269476374
1,-1,1,1,1,1,1,1,3,0.5915283099191144
1,-1,-1,1,1,1,1,1,3,0.59514687100894
1,-1,1,1,1,1,1,-1,4,0.5923797360578971
1,-1,-1,1,1,1,1,-1,3,0.6049382716049383
1,-1,1,1,-1,1,1,-1,3,0.6062154108131119
1,-1,-1,1,-1,1,1,1,3,0.6132396764580674
1,-1,-1,1,-1,1,1,-1,3,0.6240953597275437
1,-1,1,1,-1,1,-1,1,1,0.6917837377607495
1,-1,1,1,-1,1,-1,-1,1,0.7077479778629204
1,-1,1,1,-1,1,1,1,3,0.6008939974457216
1,-1,1,1,1,1,1,-1,3,0.5996168582375477
1,-1,1,1,1,1,-1,1,2,0.7237122179650916
1,-1,1,1,1,1,-1,-1,2,0.7405278842060452
1,-1,-1,1,-1,1,-1,1,2,0.7356321839080461
1,-1,-1,1,-1,1,-1,-1,2,0.7496807151979568
1,-1,-1,1,-1,1,-1,1,1,0.7349936143039593
1,-1,-1,1,-1,1,-1,-1,1,0.7579821200510858
1,-1,1,1,1,1,-1,1,4,0.7914005959982972
1,-1,1,1,1,1,-1,-1,4,0.8014048531289909
1,-1,1,1,-1,1,-1,1,4,0.8088548318433378
1,-1,1,1,1,1,-1,1,3,0.755002128565347
1,-1,1,1,-1,1,-1,-1,4,0.8146019582801196
1,-1,1,1,1,1,-1,-1,3,0.763942103022563
1,-1,-1,1,-1,1,-1,1,3,0.8160919540229887
1,-1,-1,1,1,1,-1,-1,2,0.7914005959982973
1,-1,-1,1,1,1,-1,1,2,0.7984248616432527
1,-1,-1,1,-1,1,-1,-1,3,0.8239676458067264
1,-1,-1,1,1,1,-1,1,4,0.7767134951042998
1,-1,-1,1,1,1,-1,-1,4,0.7660706683695191
1,-1,-1,1,1,1,-1,-1,3,0.7899106002554284
1,-1,-1,1,1,1,-1,1,3,0.7945934440187319
1,-1,-1,1,1,1,-1,-1,1,0.8224776500638573
1,-1,-1,1,1,1,-1,1,1,0.8260962111536829
1,-1,1,1,1,1,-1,1,1,0.8465304384844614
1,-1,1,1,1,1,-1,-1,1,0.8552575564069815
1,-1,-1,1,-1,1,-1,-1,4,0.9118773946360151
1,-1,-1,1,-1,1,-1,1,4,0.9150702426564492
1,1,-1,-1,-1,-1,1,1,2,0.5302256279267774
1,1,1,-1,-1,-1,1,1,2,0.5319284802043425
1,1,-1,-1,-1,-1,1,-1,2,0.534908471690081
1,1,1,-1,1,-1,1,1,2,0.5483184333759048
1,1,-1,-1,1,-1,1,1,2,0.5487441464452961
1,1,1,-1,1,-1,1,-1,2,0.5542784163473821
1,1,-1,-1,1,-1,1,1,1,0.55534269902086
1,1,1,-1,-1,-1,1,-1,2,0.5385270327799064
1,1,-1,-1,-1,-1,1,1,1,0.5553426990208601
1,1,-1,-1,-1,-1,1,-1,1,0.5600255427841636
1,1,-1,-1,1,-1,1,-1,2,0.574712643678161
1,1,-1,-1,1,-1,1,-1,1,0.5578969774372073
1,1,-1,-1,-1,-1,1,1,4,0.5753512132822478
1,1,-1,-1,-1,-1,1,-1,4,0.5819497658578119
1,1,1,-1,-1,-1,1,1,1,0.5870583226905068
1,1,1,-1,-1,-1,1,-1,1,0.5962111536824183
1,1,1,-1,1,-1,1,-1,4,0.5991911451681567
1,1,1,-1,1,-1,1,1,1,0.6055768412090253
1,1,1,-1,1,-1,1,1,4,0.5928054491272884
1,1,1,-1,-1,-1,1,1,4,0.6134525329927629
1,1,1,-1,-1,-1,1,-1,4,0.6174968071519796
1,1,1,-1,1,-1,1,-1,1,0.6185610898254578
1,1,1,-1,-1,-1,1,1,3,0.611749680715198
1,1,-1,-1,-1,-1,1,1,3,0.6145168156662408
1,1,1,-1,-1,-1,1,-1,3,0.618348233290762
1,1,-1,-1,-1,-1,1,-1,3,0.6238825031928482
1,1,-1,-1,1,-1,1,1,4,0.6351638995317157
1,1,-1,-1,1,-1,1,-1,3,0.6389953171562367
1,1,-1,-1,1,-1,1,1,3,0.6268624946785866
1,1,1,-1,1,-1,1,1,3,0.6466581524052789
1,1,1,-1,1,-1,1,-1,3,0.6530438484461473
1,1,-1,-1,1,-1,1,-1,4,0.6462324393358876
1,1,-1,-1,1,-1,-1,-1,1,0.810344827586207
1,1,1,-1,-1,-1,-1,-1,2,0.8060876968922945
1,1,-1,-1,1,-1,-1,1,1,0.8229033631332483
1,1,1,-1,-1,-1,-1,1,2,0.8109833971902936
1,1,1,-1,1,-1,-1,-1,2,0.8199233716475094
1,1,-1,-1,1,-1,-1,-1,2,0.8254576415495954
1,1,1,-1,1,-1,-1,1,2,0.8265219242230735
1,1,-1,-1,-1,-1,-1,-1,2,0.82183908045977
1,1,-1,-1,-1,-1,-1,1,3,0.8067262664963819
1,1,-1,-1,-1,-1,-1,-1,3,0.8022562792677742
1,1,-1,-1,1,-1,-1,1,2,0.8343976160068115
1,1,1,-1,1,-1,-1,-1,1,0.7986377181779482
1,1,1,-1,-1,-1,-1,-1,4,0.7837377607492554
1,1,-1,-1,-1,-1,-1,1,2,0.8637718177948065
1,1,-1,-1,1,-1,-1,-1,3,0.7931034482758627
1,1,1,-1,-1,-1,-1,1,4,0.7954448701575142
1,1,1,-1,1,-1,-1,-1,4,0.7992762877820352
1,1,1,-1,1,-1,-1,1,3,0.802256279267774
1,1,1,-1,1,-1,-1,1,1,0.8135376756066413
1,1,1,-1,1,-1,-1,1,4,0.8067262664963818
1,1,-1,-1,1,-1,-1,1,3,0.8114091102596855
1,1,-1,-1,1,-1,-1,-1,4,0.7992762877820353
1,1,-1,-1,1,-1,-1,1,4,0.8082162622392511
1,1,1,-1,1,-1,-1,-1,3,0.8003405704555135
1,1,-1,-1,-1,-1,-1,-1,4,0.9046402724563644
1,1,-1,-1,-1,-1,-1,1,1,0.9108131119625372
1,1,-1,-1,-1,-1,-1,1,4,0.9133673903788847
1,1,-1,-1,-1,-1,-1,-1,1,0.9088974031502766
1,1,1,-1,-1,-1,-1,-1,3,0.9303959131545336
1,1,1,-1,-1,-1,-1,1,3,0.9382716049382716
1,1,1,-1,-1,-1,-1,-1,1,0.9250744997871434
1,1,1,-1,-1,-1,-1,1,1,0.9297573435504468
1,1,-1,-1,-1,1,1,1,2,0.5308641975308643
1,1,1,-1,-1,1,1,1,2,0.5319284802043425
1,1,-1,-1,-1,1,1,-1,2,0.5346956151553853
1,1,1,-1,1,1,1,1,2,0.5474670072371224
1,1,1,-1,1,1,1,-1,2,0.5534269902085996
1,1,-1,-1,1,1,1,1,2,0.5500212856534697
1,1,-1,-1,1,1,1,1,1,0.5540655598126863
1,1,-1,-1,1,1,1,-1,2,0.5553426990208602
1,1,1,-1,-1,1,1,-1,2,0.5383141762452107
1,1,-1,-1,-1,1,1,1,1,0.55534269902086
1,1,-1,-1,-1,1,1,-1,1,0.5600255427841636
1,1,-1,-1,1,1,1,-1,1,0.5574712643678161
1,1,-1,-1,-1,1,1,1,4,0.5759897828863346
1,1,-1,-1,-1,1,1,-1,4,0.5819497658578119
1,1,1,-1,-1,1,1,1,1,0.589186888037463
1,1,1,-1,-1,1,1,-1,1,0.5962111536824183
1,1,1,-1,1,1,1,-1,4,0.5991911451681567
1,1,1,-1,1,1,1,1,1,0.6062154108131121
1,1,1,-1,1,1,1,1,4,0.593018305661984
1,1,1,-1,-1,1,1,1,4,0.6155810983397192
1,1,1,-1,-1,1,1,-1,4,0.6174968071519796
1,1,1,-1,1,1,1,-1,1,0.6187739463601535
1,1,1,-1,-1,1,1,1,3,0.6121753937845892
1,1,1,-1,-1,1,1,-1,3,0.6181353767560663
1,1,-1,-1,-1,1,1,1,3,0.6160068114091103
1,1,-1,-1,-1,1,1,-1,3,0.6238825031928482
1,1,-1,-1,1,1,1,1,3,0.6262239250744999
1,1,-1,-1,1,1,1,1,4,0.6360153256704981
1,1,-1,-1,1,1,1,-1,3,0.6385696040868454
1,1,1,-1,1,1,1,1,3,0.64708386547467
1,1,1,-1,1,1,1,-1,3,0.6530438484461473
1,1,-1,-1,1,1,1,-1,4,0.6462324393358876
1,1,-1,-1,1,1,-1,-1,1,0.8094934014474244
1,1,1,-1,-1,1,-1,-1,2,0.8056619838229032
1,1,-1,-1,1,1,-1,1,1,0.8237547892720308
1,1,1,-1,1,1,-1,-1,2,0.8199233716475094
1,1,1,-1,-1,1,-1,1,2,0.8128991060025541
1,1,-1,-1,1,1,-1,-1,2,0.8254576415495954
1,1,1,-1,1,1,-1,1,2,0.827373350361856
1,1,-1,-1,-1,1,-1,-1,2,0.8222647935291613
1,1,-1,-1,-1,1,-1,1,3,0.806087696892295
1,1,-1,-1,1,1,-1,1,2,0.8333333333333334
1,1,-1,-1,-1,1,-1,-1,3,0.8020434227330785
1,1,-1,-1,-1,1,-1,1,2,0.8318433375904641
1,1,1,-1,1,1,-1,-1,1,0.7988505747126438
1,1,1,-1,-1,1,-1,-1,4,0.7833120476798642
1,1,-1,-1,1,1,-1,-1,3,0.7920391656023846
1,1,1,-1,-1,1,-1,1,4,0.7954448701575143
1,1,1,-1,1,1,-1,1,1,0.8116219667943807
1,1,1,-1,1,1,-1,-1,4,0.7994891443167308
1,1,-1,-1,1,1,-1,-1,4,0.7986377181779485
1,1,-1,-1,1,1,-1,1,3,0.8103448275862075
1,1,-1,-1,1,1,-1,1,4,0.8071519795657731
1,1,1,-1,1,1,-1,-1,3,0.8003405704555135
1,1,1,-1,1,1,-1,1,4,0.8063005534269906
1,1,1,-1,1,1,-1,1,3,0.8065134099616864
1,1,-1,-1,-1,1,-1,-1,4,0.9052788420604512
1,1,-1,-1,-1,1,-1,-1,1,0.908684546615581
1,1,-1,-1,-1,1,-1,1,4,0.9135802469135803
1,1,-1,-1,-1,1,-1,1,1,0.9101745423584505
1,1,1,-1,-1,1,-1,-1,3,0.9301830566198381
1,1,1,-1,-1,1,-1,1,3,0.9384844614729674
1,1,1,-1,-1,1,-1,-1,1,0.9255002128565346
1,1,1,-1,-1,1,-1,1,1,0.9295444870157511
1,-1,-1,-1,-1,-1,1,1,2,0.5110685398041721
1,-1,1,-1,-1,-1,1,1,2,0.5217113665389529
1,-1,1,-1,1,-1,1,1,2,0.5234142188165176
1,-1,-1,-1,1,-1,1,1,2,0.524904214559387
1,-1,1,-1,-1,-1,1,-1,2,0.5259684972328651
1,-1,1,-1,1,-1,1,-1,2,0.531502767134951
1,-1,-1,-1,1,-1,1,-1,2,0.5297999148573862
1,-1,-1,-1,1,-1,1,1,4,0.5363984674329502
1,-1,-1,-1,-1,-1,1,-1,2,0.5172413793103451
1,-1,1,-1,-1,-1,1,1,1,0.5393784589186889
1,-1,-1,-1,1,-1,1,-1,4,0.5398041719880801
1,-1,1,-1,-1,-1,1,-1,1,0.5427841634738187
1,-1,-1,-1,-1,-1,1,1,4,0.5527884206045126
1,-1,-1,-1,-1,-1,1,1,1,0.5583226905065987
1,-1,-1,-1,-1,-1,1,-1,4,0.5591741166453811
1,-1,-1,-1,1,-1,1,1,1,0.5627926777352065
1,-1,1,-1,1,-1,1,1,1,0.5634312473392934
1,-1,-1,-1,1,-1,1,-1,1,0.5651340996168583
1,-1,-1,-1,-1,-1,1,-1,1,0.5657726692209453
1,-1,1,-1,1,-1,1,1,4,0.5672626649638144
1,-1,1,-1,1,-1,1,-1,1,0.5727969348659004
1,-1,1,-1,1,-1,1,-1,4,0.571945508727118
1,-1,1,-1,-1,-1,1,1,4,0.5783312047679864
1,-1,1,-1,-1,-1,1,-1,4,0.5836526181353768
1,-1,1,-1,-1,-1,1,1,3,0.5893997445721584
1,-1,1,-1,1,-1,1,1,3,0.5928054491272882
1,-1,-1,-1,-1,-1,1,1,3,0.5959982971477226
1,-1,1,-1,-1,-1,1,-1,3,0.5985525755640698
1,-1,1,-1,1,-1,1,-1,3,0.601745423584504
1,-1,-1,-1,1,-1,1,-1,3,0.6055768412090251
1,-1,-1,-1,1,-1,1,1,3,0.6143039591315453
1,-1,-1,-1,-1,-1,1,-1,3,0.6281396338867604
1,-1,-1,-1,1,-1,-1,1,2,0.6892294593444019
1,-1,-1,-1,-1,-1,-1,1,2,0.7026394210302256
1,-1,-1,-1,1,-1,-1,-1,2,0.7045551298424862
1,-1,-1,-1,-1,-1,-1,-1,2,0.7177522349936143
1,-1,1,-1,-1,-1,-1,1,3,0.6824180502341424
1,-1,1,-1,-1,-1,-1,-1,3,0.6928480204342272
1,-1,-1,-1,-1,-1,-1,1,1,0.7562792677735207
1,-1,-1,-1,-1,-1,-1,-1,1,0.768837803320562
1,-1,-1,-1,-1,-1,-1,1,3,0.7871434653043851
1,-1,-1,-1,-1,-1,-1,-1,3,0.7992762877820351
1,-1,-1,-1,1,-1,-1,1,4,0.8122605363984672
1,-1,-1,-1,1,-1,-1,-1,4,0.8295019157088119
1,-1,1,-1,1,-1,-1,1,1,0.8318433375904642
1,-1,1,-1,1,-1,-1,-1,1,0.8386547467007239
1,-1,1,-1,-1,-1,-1,1,2,0.8510004257130697
1,-1,1,-1,-1,-1,-1,-1,2,0.8607918263090678
1,-1,1,-1,1,-1,-1,1,4,0.8386547467007244
1,-1,1,-1,-1,-1,-1,-1,4,0.8552575564069819
1,-1,-1,-1,-1,-1,-1,-1,4,0.8563218390804606
1,-1,1,-1,1,-1,-1,-1,4,0.841634738186463
1,-1,-1,-1,-1,-1,-1,1,4,0.8563218390804604
1,-1,-1,-1,1,-1,-1,-1,3,0.8503618561089828
1,-1,1,-1,1,-1,-1,1,2,0.8539804171988084
1,-1,-1,-1,1,-1,-1,1,3,0.8546189868028949
1,-1,1,-1,1,-1,-1,-1,2,0.8903788846317576
1,-1,1,-1,-1,-1,-1,1,1,0.8512132822477654
1,-1,1,-1,1,-1,-1,1,3,0.8571732652192425
1,-1,1,-1,-1,-1,-1,-1,1,0.8552575564069823
1,-1,1,-1,1,-1,-1,-1,3,0.8548318433375909
1,-1,1,-1,-1,-1,-1,1,4,0.8531289910600256
1,-1,-1,-1,1,-1,-1,1,1,0.9095359727543635
1,-1,-1,-1,1,-1,-1,-1,1,0.9091102596849725
1,-1,-1,-1,-1,1,1,1,2,0.5102171136653897
1,-1,1,-1,1,1,1,1,2,0.5227756492124308
1,-1,1,-1,-1,1,1,1,2,0.5225627926777353
1,-1,1,-1,-1,1,1,-1,2,0.5259684972328651
1,-1,-1,-1,1,1,1,1,2,0.5255427841634739
1,-1,1,-1,1,1,1,-1,2,0.5317156236696468
1,-1,-1,-1,1,1,1,-1,2,0.5297999148573862
1,-1,-1,-1,1,1,1,1,4,0.5357598978288634
1,-1,-1,-1,-1,1,1,-1,2,0.5166028097062582
